PMID,chromatography,class,food_term_count,gen_term_count,sci_term_count,spectrometry,spectrophotometry,chem_ent_ratio,chem_term_count,bigram_score
17761135,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.09210526315789473,7,0.6
10400108,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0
10828177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,12,0.0
15867329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.6666666666666666
18952725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036585365853658534,3,0.16666666666666666
1867111,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.16,8,0.0
9039426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02631578947368421,1,0.0
20409714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09302325581395349,4,0.3333333333333333
9691151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07462686567164178,5,0.5555555555555556
26061885,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.19540229885057472,17,0.5714285714285714
16614484,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.13114754098360656,8,0.3333333333333333
15623823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.75
20394371,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.07692307692307693,5,0.4166666666666667
21921811,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,1,1.0
15681631,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.06521739130434782,3,0.0
3954320,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.06060606060606061,4,0.2
9925131,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.07692307692307693,1,1.0
28251339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,2,0.0
31438647,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.1323529411764706,9,0.6666666666666666
9363415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1348314606741573,12,0.23529411764705882
30717735,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.19230769230769232,15,0.0
30513944,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.078125,5,0.25
17002410,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.375
31709968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1595744680851064,15,0.0
30682200,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.029411764705882353,1,0.3333333333333333
17177685,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
17957152,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.21875,14,0.0
9164160,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.20408163265306123,10,0.0
19103335,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.039473684210526314,3,0.047619047619047616
9522962,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3493975903614458,29,0.0
9445498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,1,0.6666666666666666
15343178,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
20668239,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.03614457831325301,3,0.0
16280560,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
